note_id,note_text
"104","Bus operates via Bells Line of Road direct, omitting Kurrajong Rd & Woodburn Rd. Bus stops opposite Kurrajong Shopping Village"
"106","Bus operates via Mulgoa Rd direct to Silverdale Rd, omitting Wallacia loop"
"107","Public school days bus diverts from Derby St via Doonmore St, High St, Lawson St, Henry St & Riley St to Penrith Interchange, omitting Derby St & Station St between Doonmore St & Henry St"
"108","Bus operates to\from St Marys Station (north side) at time shown"
"110","Bus commences from Windsor High School (Mulgrave St) 3 minutes earlier"
"111","Public school days bus operates via Griffiths St, Wattle Ave, Jackaranda Rd, Debrincat Ave & Glossop St, omitting Forrester Rd & Glossop St between Griffiths St & Debrincat Ave"
"113","Public school days bus diverts from Queen St via Charles Hackett Dr, Pages Rd & Saddington St to Mamre Rd, then via normal route, omitting Queen St & Mamre Rd between Charles Hackett Dr & Saddington St"
"114","Bus operates from Vineyard Shops via Windsor Rd, Bandon Rd (opposite Windsor Country Village), then to Riverstone Station via Vineyard & Riverstone schools"
"116","Bus operates via Durham Rd & Meadow Rd"
"118","Operates from Penrith Interchange via Nepean Shores to Mulgoa Rd, then returns to Penrith"
"119","Public school days bus extends to East Kurrajong, via Spinks Rd, Creek Ridge Rd, Putty Rd & East Kurrajong Rd to corner of Tennyson Rd"
"120","Bus continues to corner Luxford Rd & Chestnut Cres (near Daniels Rd)"
"121","Public school days bus diverts from corner Colonial Dr & Sirius Rd via Colonial Dr, Guardian Cres, Alexander St, Colonial Dr, Rifle Range Rd & Colonial Dr, then via normal route"
"123","Bus diverts via Plimsoll St & Old Hawkesbury Rd to Pitt Town Rd, omitting Wolseley Rd & Pitt Town Rd between Plimsoll St & Old Hawkesbury Rd"
"124","Public school days bus diverts from corner Floribunda Ave & Glenmore Pkwy via Glenmore Pkwy, Kenneth Slessor Dr, Hardwood Cct & School House Rd to Mulgoa Rd, omitting Glenmore Pkwy between Sir John Jamison Cct & Mulgoa Rd, & Mulgoa Rd between Glenmore Pkwy & School House Rd"
"125","Bus diverts from The Northern Rd via Andromeda Dr, Vincent Rd, Grays Lane, Hindmarsh St, Laycock St, Greygums Rd, McHenry Rd, Sherringham Rd, Pendock Rd, Borrowdale Way, Callisto Dr, Marrett Way, Goldmark Cres, Andromeda Dr, The Northern Rd, Fourth Ave, Terrybrook Rd & Seventh Ave"
"130","Bus diverts public school days via Mile End Rd & Milford Dr omitting part of Withers Rd"
"131","Public school days bus diverts from Ridgeline Dr via Stanhope Pky, Hambledon Rd & Barnier Dr, omitting Wakely Av"
"132","Public school days bus diverts from Jamison Rd via Doonmore St, High St, Lawson St, Henry St & Station St to Penrith Station, omitting Warwick St, Stafford St, Woodriff St, Derby St & part of Station St"
"133","Use route 668 for travel between Windsor and Wilberforce, or vice versa"
"134","Bus operates to\from Windsor via Hawkesbury Valley Way"
"137","Bus operates from Silverdale Rd via Farnsworth Ave to Weir Rd, omitting part of Silverdale Rd, Warradale Rd & Marsh Rd. Passengers for Silverdale should stay on bus & alight on return journey"
"139","Public school days bus diverts from Derby St via Castlereagh St, Lethbridge St, Colless St & Derby St, omitting Derby St between Castlereagh St & Colless St"
"145","Bus diverts public school days from Terrigal St via Breakfast, Crudge & Davis Rds, omitting part of Breakfast & Richmond Rds"
"149","Bus commences from opposite Norwest Marketplace two minutes earlier"
"151","Bus commences from Buckwell Dr & Luxford Rd 2 minutes earlier"
"152","Bus diverts via Stony Creek Rd, omitting Shane Park Rd"
"153","Bus commences from Old Sackville Rd near Copeland Rd 3 minutes earlier"
"155","Change buses to continue journey"
"159","Public school days bus diverts from Lethbridge Ave via Heavey St, Burton St & Charles Sturt Dr, omitting John Oxley Ave between Heavey St & Charles Sturt Dr"
"162","Public school days bus diverts via Meadlow Dr to Quakers Rd, omitting part of Chaplin Cr"
"163","Public school days bus diverts from corner Rifle Range Rd & Porpoise Cres via Rifle Range Rd, Collith Ave, Harpur Cres, Mileham St, Rifle Range Rd & Sirius Rd to Colonial Dr"
"165","Bus continues via Thurwood Ave, Glenbrook St & Ikin St to corner of Enfield St"
"166","Bus continues to Old Sackville Rd near Copeland Rd, arriving 3 minutes later"
"169","Bus commences from Bowen Mountain Rd near Wattle St 5 minutes earlier"
"170","Bus operates via Cranebrook Village Shopping Centre public school holidays only. Public school days bus diverts via Hosking St, omitting Cranebrook Shops"
"172","Bus diverts public school days via Milford Dr & Mile End Rd omitting part of Withers Rd"
"173","Public school days bus diverts from George St via Ham St, Church St, Rickaby St, George St, Woods Rd & Mileham St to Rifle Range Rd, omitting George St & Rifle Range Rd between Ham St & Mileham St"
"177","Bus operates Friday nights only"
"178","Catch Route 661 at times shown & change buses at corner Pitt Town Rd & Wolseley Rd to continue journey"
"179","Bus commences in Hyatts Rd at time shown"
"180","Public school days bus operates through timing point 5 minutes earlier than time shown"
"182","McGraths Hill loop service. Bus operates from Windsor Mall via Kable St, Macquarie St, Windsor Rd, McGrath Rd, Old Hawkesbury Rd, Meares Rd, then via normal route to Windsor"
"185","Bus diverts public school days via Riverstone schools, omitting Garfield Rd East & Piccadilly St between Garfield Rd East & Elizabeth St"
"186","Bus commences from Wakely Av & Mosaic Av 2 minutes earlier or continues to Wakely Av & Mosaic Av"
"191","From Glenmore Park Shops, bus operates direct via Glenmore Pkwy to St Andrews Dr. Passengers for Woodlands Rd, Shearwater Dr, Ridgetop Dr & Glengarry Dr should stay on bus & alight on return journey"
"195","On Friday bus operates through timing point 5 minutes later than time shown"
"196","On Friday bus operates through timing point 10 minutes later than time shown"
"198","Bus operates via Eastern Creek Industrial Area. Join service on eastern side of Reservoir Rd"
"201","From Monday to Thursday bus operates through timing point 5 minutes eariler than time shown"
"202","From Monday to Thursday bus operates through timing point 10 minutes earlier than time shown"
"206","Bus operates via Eastern Creek Industrial Area, omitting Holbeche Rd between Walters Rd & Reservoir Rd"
"208","(T+V) T - Public school days bus operates through timing point 5 minutes earlier than time shown.V - Bus diverts public school days via Riverstone schools, omitting Garfield Rd East & Piccadilly St between Garfield Rd East & Elizabeth St"
"209","Bus diverts from Pitt Town Rd via Pitt Town Bottoms Rd & Bathurst St to Bootles Ln, omitting Pitt Town Rd & Bathurst St between Pitt Town Bottoms Rd & Bootles Ln"
"212","Bus diverts via Eldon St to Old Pitt Town Rd, omitting Glebe Rd"
"214","Bus commences from Richmond Rd & Copeland St 1 minutes earlier"
"216","Bus diverts from The Northern Rd via Cranebrook Rd, Taylor Rd, Nutt Rd & Torkington Rd, omitting Londonderry Rd between Cranebrook Rd & Torkington Rd"
"218","Bus diverts from St Marys Rd via Government Rd, Spence Rd, Llandilo Rd, Second Rd & St Marys Rd to Richmond Rd"
"219","Bus diverts public school days from Newton Rd via Walters Rd, Kildare Rd & Lancaster St to Monash Rd (or vice versa), omitting part of Newton Rd"
"220","Bus diverts via Stony Creek Rd, Shane Park Rd, Whites Rd, South Creek Rd, Eighth Ave, Second Ave, Seventh Ave, Third Ave, Eighth Ave, South Creek Rd & Palmyra Ave"
"223","Public school days bus stops opposite Cranebrook Village Shopping Centre on Borrowdale Way"
"224","Bus commences at Bougainville Rd near Luxford Rd 2 minutes earlier"
"225","Bus operates via Reservoir Rd direct from Bungarribee Rd to Penny Pl"
"232","Bus operates via Horsley Park. For travel from Eastern Creek Business Park, catch bus on outbound journey & travel via Horsley Park"
"234","Public school days bus diverts from corner Saddington St & Mamre Rd via Saddington St,Pages Rd, Charles Hackett Dr & Queen St or vice versa, omitting Mamre Rd & Queen St between Saddington St & Charles Hackett Dr"
"235","Bus diverts public school days via Third Ave, Prince St, Fifth Ave & Sackville St to Stephen St, omitting Gordon St, Sydney St & part of Stephen St, or vice versa"
"236","Public school days bus diverts from Richmond Rd via Cox Ave & Phillip St, omitting Copeland St between Richmond Rd & Phillip St"
"237","Bus operates from Kurrajong Rd via March St direct & East Market St to Richmond Station"
"238","Public schoool days bus diverts from corner Banks Dr & Endeavour Ave via Moore St & Endeavour Ave (or vice versa), omitting Endeavour Ave between Banks Dr & Moore St"
"240","Bus diverts from Bells Line Of Rd via Charles St, William St, Campbell St, Pecks Rd to Ron Middleton VC Gardens, then returns via same route to Bells Line of Rd"
"1309","(T+V) T - Public school holidays bus operates through timing point 5 minutes later than time shown.V - Bus diverts public school days via Riverstone schools, omitting Garfield Rd East & Piccadilly St between Garfield Rd East & Elizabeth St"
"1310","L - Public school days bus diverts from Colonial Dr via Alexander St back to Colonial Dr, omitting part of Colonial Dr. N - Public school days bus diverts from George St via Rickaby St, Church St, Ham St to George St, omitting part of George St"
"1311","Change bus at Plumpton Marketplace for 757 service to Riverstone"
"1312","Bus diverts from corner Sherringham Rd & Pendock Rd via Sherringham Rd, The Northern Rd & Borrowdale Way, omitting part of Sherringham Rd.  Public school holidays bus operates through timing point 5 minutes later than time shown"
"1313","Public school days bus diverts via Hosking St, omitting Cranebrook Village Shopping Centre. Bus diverts from Borrowdale Way via Borrowdale Way, The Northern Rd & Sherringham Rd to McHenry Rd, omitting Pendock Rd"
"1315","Bus continues to Parramatta as route 811"
"1316","Via Busby (L) Cartwright (L) Heckenberg. Not via Miller Shops"
"1317","Via Heckenberg (R) Cartwright (R) Busby. Not via Miller Shops"
"1318","From Hollywood St, divert via (L) Centenary (L) Fairmount (L) Richmond (Drop Opposite Hilltop Rd PS) then via (L) Hollywood to resume normal route"
"1319","Bus continues to Parramatta as route 811X"
"1320","F.M.T.W"
"1322","U"
"1323","W"
"1324","M"
"1325","M.T.U.W"
"1326","F"
"1327","F.T.U.W"
"1328","F.W"
"1329","F.M.T.U"
"1330","M.T.U"
"1331","Trip commence at Charlotte St & Nicolaidis Cr 4 minutes earlier"
"1332","Public school days bus diverts via Hosking St, omitting Cranebrook Shops. Public school holidays bus operates through Cranebrook Shops at time shown.  Bus diverts from corner Sherringham Rd & Pendock Rd via Sherringham Rd, The Northern Rd & Borrowdale Way, omitting part of Sherringham Rd"
"1335","From Woonona Shops Route 4  travels to Bulli Hotel via Princes Highway.  The bus then departs Bulli Hotel for Corrimal via Bulli Beach and Woonona Shops"
"1338","Bus operates via Sandy Point Rd Corlette"
"1348","Sch Days Diverts Via Newcastle HS. Sch Hols Operates Normal Rte Depart Newcastle Stn 1507 Newcastle East 1510 Marketown 1520"
"1349","Terminates at Nineways Broadmeadows School Days Only"
"1353","Starts from Callaghan College (Wallsend Campus) 5 minutes earlier on school days only"
"1355","Continues to Callaghan College (Wallsend Campus) on school days only"
"1364","Continues to Callaghan College ( Wallsend Campus) on School days only"
"1369","Operates Early Sunday Morning Only"
"1373","Terminates at Jesmond"
"1375","Operates via Belmont High School on school days only"
"1381","Wait city train due at 1658"
"1383","Operate via Stuart Centre (Parklea Ave Croudace Bay)"
"1384","Operates School Days Only"
"1385","Terminates at Belmont Shops Operates School Days Only"
"1386","S"
"1402","Commence trip on New South Head Rd before Vaucluse Rd (facing Outbound). Via New South Head Rd, R into Ray Ave (New South Head Rd Cut Out), L New South Head Rd, L Cranbrook Rd, L Victoria Rd, into Old South Hd Rd, into Oxford St, L Bronte Rd, into Albion St, into Frenchmans Rd, L Avoca St, R Alison Rd, L Belmore Rd, into Perouse Rd, R Canberra St, L Oberon St, R Arden St, L Malabar Rd, L Torrington Rd, R Marine Pde, R  Fitzgerald Ave, R Anzac Pde and terminate Maroubra Junction"
"1410","Commence Trip from La Perouse Terminus. Then via Anzac Pde, R Avoca St, L Alison Rd, L Belmore Rd, into Perouse Rd and terminate at Perouse nr Soudan"
"1411","Diverts via John Purchase PS and Cherrybrook Tech (School Days)"
"1412","Diverts via Parramatta North PS and Northmead PS (School Days). Departs 15:12 during school holidays and operates via normal route 609"
"1413","Diverts to Beecroft PS via Copeland, York, Hannah, Cardinal, Pennant Hills Rd then as normal. Omits stops on Hannah St and Copeland Rd (School days)"
"1414","For travel to Pennant Hills, change to Route 638 at Round Corner"
"1415","Diverts via Pennant Hills HS and PS (School Days)"
"1416","Diverts via Westfield North Rocks. Omits stops along Pennant Hills Road between North Rocks Rd and Bettington Rd"
"1418","Travel by Route 638 from Pennant Hills and change to Route 639 at Dural (Round Corner). Travel by Route 637 from Castle Hill and change to Route 639 at Dural (Round Corner)"
"1419","Diverts via Oakhill College"
"1422","Diverts via Gribbenmount Rd, Knights, Bevans, Crosslands, Galston Rds. Omits bus stop on Arcadia Rd between Gribbenmount Rd and Galston Rd"
"1423","Diverts via Candlebrush Loop (School days) and commences 10 minutes later during school holidays"
"1424","Bus diverts via James Ruse High School via Baker, Mosley, Jenkins Rd, Pennant Hills Rd (School days only)"
"1425","Diverts via Northolm Grammar (School Days)"
"1426","Diverts via John XXIII PS and St Marks College"
"1427","Diverts via Tara Anglican School for Girls (School Days)"
"1428","For travel to Castle Hill, change to Route 637 at Dural (Round Corner). For travel to Pennant Hills, change to Route 638 at Dural (Round Corner)"
"1429","Diverts via St Anthonys PS and Carinya Rd, omitting stops in Targo Rd"
"1430","Diverts via West Pennant Hills PS (School days only). Bus departs 15:17 (school holidays) and travels normal Route 625. Diverts via Range Rd loop"
"1431","Diverts via Westfield North Rocks. Omits bus stops along Pennant Hills Rd between Bettington Rd and North Rocks Rd"
"1433","Diverts to St Michaels, Chapel Lane (School Days)"
"1435","Bus diverts via Aiken Rd, Oakes Rd, Eaton Rd, Stanton Dr, Range Rd, Eaton Rd, Oakes Rd, Aiken Rd, Pennant Hills Rd"
"1436","Bus diverts to Tangara Girls School on Franklin Rd then via Castle Hill Rd. Bus omits bus stops on Neale Ave and Edward Bennett Dr (School days only)"
"1438","Diverts via Hills Adventist College on school days only"
"1439","Travel by Route 637 from Castle Hill and change to Route 639 at Dural (Round Corner)"
"1440","Diverts via West Pennant Hills PS (School Days)"
"1441","Bus operates on Friday only. Departs from Parramatta Interchange Stand B2 Nightsafe area"
"1443","Continues to Blackbutt loop (School Days)"
"1444","Diverts via Oakhill College (School Days)"
"1445","Bus diverts to OLOR in Diana Avenue (School days only)"
"1446","Diverts via Mt St Benedicts College (School Days) and commences 5 minutes later during school holidays"
"1449","Diverts via Candlebrush Loop and Castle Hill PS"
"1450","Bus operates from Caddens Rd & Ulm Rd via Caddens Rd, O'Connell La, Cadda Ridge Dr, Caddens Rd, Braeburn St, Cadda Ridge Dr, O'Connell La & Caddens Rd, returning to Ulm Rd"
"1451","Pick up outside school in Carrington Rd then L Bronte Rd into Albion St, into Frenchmans Rd, L Avoca St, R Alison Rd, (Pick-up at Marcellin College), L Belmore Rd, into Perouse Rd, (Pick-up at Brigidine College), R Barker St, L Avoca St, R Rainbow St, into Gardeners Rd, L Maloney St, R King St to Botany Rd"
"1456","Bus diverts via Masada College"
"1457","Bus commences from Pennant Hills High School 3 minutes earlier on school days only"
"1458","Bus diverts from Normanhurst Station via Normanhurst Road, Pennant Hills Road, Edwards Road, Unwin Road, Clarke Road, Neutral Road and route 588 via Hornsby South to Hornsby. During school holidays: diverts from Urwin Road via Clarke Road, Neutral Road and route 588 via Hornsby South to Hornsby"
"1459","Bus continues to Pennant Hills High School on school days only"
"1460","Bus diverts from Pacific Highway via MacLaurin Pde, Kings Avenue, Alexander Pde and Findlay Avenue on school days only"
"1461","Bus diverts via Normanhurst Station west Side (Malsbury Rd)"
"1462","Bus travels direct to Kuring-gai High School, then to Princess Juliana Lodge"
"1463","Bus diverts via Normanhurst Station west Side (Malsbury Rd).Bus operates via Quarter Sessions Road,Duffy Avenue, Chilvers Road, Sefton Road, Malsbury Road, College Cresant and Pacific Highway on return to Hornsby"
"1464","Bus diverts via Normanhurst Station (East side), Denman Parade, Edwards Road, Unwin Road, Pacific Highway, Clarke Road, Neutral Road then normal route 588 through Hornsby South"
"1465","Bus diverts via Normanhurst Station (East side), Denman Parade, Edwards Road, Unwin Road, Pacific Highway, Clarke Road, Neutral Road then normal route 588 through Hornsby South..Bus starts from Kooringal Ave near Gilgandra Av"
"1466","Diverts via Thornleigh West Public School on school days only"
"1467","Bus commences from Wood Street & Bellevue Street (Parkways Plaza) at 07:51..Bus diverts via Our Lady of the Rosary (Yardley)"
"1468","Bus travels via Catalpa Crescent..Bus travels via Kooloona Loop"
"1617","Bus Operates Via Grange Retirement Village"
"1618","Divert via Awaba Station"
"1619","Operates direct via Cowper not via Wallsend Plaza in Bunn St"
"1620","Bus diverts R Crest L Ridley"
"1621","Travels direct to Wangi via Dorrington Rd, Clydebank, R Ilford, Alexandra Pde"
"1622","Direct via Lake Rd NOT via Cardiff  & Elermore Vale"
"1623","Diverts via Teralba Station"
"1624","On School Days only bus extends to Toronto HS"
"1625","On School Days only diverts via Eurimba St"
"1626","Bus operates via Fice Islands Rd, Esplanade"
"1627","On School Days only, bus commences from Oakville & Minmi and operates via R Harris, L Peatmoss R Hilldale L Flamingo, R Elanet, L North Lakes"
"1628","Diverts via Ridge, Wangi direct to Toronto Victory Pde"
"1630","Bus travels into Taylors Beach  Next timing point is a midpoint"
"1632","Bus operates via Sandy Point Rd Corlette  111H to Newcastle departs @ 15:45"
"1633","On school days bus diverts to Harcourt Public School, First Ave via Seventh Ave (L) First Ave (L) Ninth Ave (L) Third Ave (L) Seventh Ave to normal route"
